Date,rstar (filtered),g (filtered),z (filtered),output gap (filtered),,All results are output from the Stage 3 model.,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap,,Date,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1986-07-01,7.48064892588463,3.51256984019607,-0.11968553237107,-4.00252304419735,,,,,,,,,,,,,,,,1986-07-01,2.63158820792284,1.55841826669006,0.244866720395295,,-0.968148925884626,,1986-07-01,6.57010637314168,3.03850009024096,-0.00445811608204465,-3.83858400007796
1986-10-01,7.45543283105966,3.46555883672224,-0.0431814149654948,-3.65901752034483,,,,,,,,,,,,,,,,1986-10-01,2.60742156826361,1.55621175633085,0.244590355184264,,-0.738932831059659,,1986-10-01,6.53214511168823,3.02745071925035,-0.0185112649847003,-3.70917543473774
1987-01-01,7.22535102259973,3.43942001287229,-0.216705257991774,-3.7416355699678,,,,,,,,,,,,,,,,1987-01-01,2.58728098215838,1.55429067215829,0.244335062242373,,-0.785951022599731,,1987-01-01,6.49714319462117,3.01717354943685,-0.0312759223187223,-3.49401625301709
1987-04-01,7.345959590093,3.42862004717368,-0.0727282294624295,-3.17935118472997,,,,,,,,,,,,,,,,1987-04-01,2.57138127531498,1.55246658813356,0.244103207850934,,-0.362759590093002,,1987-04-01,6.46288538005233,3.0072624545579,-0.0440885729891795,-3.17451137564899
1987-07-01,7.31835514018755,3.40520010646771,-0.0496577062126163,-2.85023944690533,,,,,,,,,,,,,,,,1987-07-01,2.55773512004299,1.55065013755833,0.243897834163413,,-0.112655140187553,,1987-07-01,6.42779110239803,2.99725285996118,-0.0575245576592239,-2.83687479940932
1987-10-01,7.48867309990449,3.44133345075797,0.0424766118415547,-2.29290869236581,,,,,,,,,,,,,,,,1987-10-01,2.55188477023825,1.54874600075353,0.243719193459121,,-0.231273099904494,,1987-10-01,6.39106326957251,2.9873097262315,-0.0727379024185054,-2.39648606233197
1988-01-01,7.37383887141725,3.39338829457299,0.0313838715630867,-2.08524230105843,,,,,,,,,,,,,,,,1988-01-01,2.53943123049811,1.54670798678726,0.243572154399185,,-0.383038871417245,,1988-01-01,6.35133485708248,2.97638841544053,-0.0888352930327433,-2.18394271525665
1988-04-01,7.59556801874301,3.40731039010421,0.222989039235487,-1.49709228815209,,,,,,,,,,,,,,,,1988-04-01,2.53105077969419,1.54487305164858,0.243452573832252,,-0.0617680187430087,,1988-04-01,6.31256855985772,2.966121492864,-0.105386503016909,-1.89691300887705
1988-07-01,7.60985614259465,3.37102471760279,0.315790405414045,-1.19155635292509,,,,,,,,,,,,,,,,1988-07-01,2.51989199003186,1.54301801104718,0.243366060510704,,0.822543857405346,,1988-07-01,6.27133838475787,2.95521993342346,-0.123028393289912,-1.71979062300602
1988-10-01,7.67954744706914,3.39849660477253,0.326039324345001,-1.01852972497704,,,,,,,,,,,,,,,,1988-10-01,2.51674964426568,1.54125471345148,0.24331079938941,,1.29715255293086,,1988-10-01,6.22884691110203,2.94457302975652,-0.142482594380372,-1.45520362853347
1989-01-01,7.71603642982624,3.40326611410808,0.352208265707582,-0.875615990615756,,,,,,,,,,,,,,,,1989-01-01,2.51659946987218,1.53930052029881,0.243293498609816,,2.37506357017376,,1989-01-01,6.18132054010728,2.93292608416808,-0.16480784883753,-1.29425885922831
